,id,bedrooms,beds,review_scores_rating,price,allowed,dryer,essentials,hot,kitchen,long,parking,term,tv,wifi,room_type_entire_home_apt,room_type_private_room,property_type_Entire_condominium_condo,property_type_Entire_loft,property_type_Entire_rental_unit,property_type_Private_room_in_rental_unit,property_type_Private_room_in_residential_home
4692,46356164,1.0,1.0,4.0,36000.0,2,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0
4694,46417187,2.0,2.0,4.93,122121.92328767123,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4696,46450122,2.0,3.0,4.83,35180.82191780822,1,2,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
4698,46461328,1.0,1.0,4.78,45082.191780821915,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4699,46462882,1.0,1.0,5.0,20000.0,1,1,1,1,1,1,0,1,2,0,1,0,0,0,1,0,0
4702,46466237,1.0,1.0,4.86,47375.0,1,2,1,0,1,1,1,1,2,1,1,0,0,0,1,0,0
4703,46470033,1.0,1.0,4.75,26521.50684931507,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
4704,46486769,1.0,1.0,4.53,35013.69863013698,1,1,1,0,1,1,0,1,1,2,1,0,0,0,1,0,0
4707,46504878,1.0,1.0,4.0,38013.69863013698,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4709,46513276,1.0,1.0,4.88,25000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
4711,46530243,1.0,1.0,4.96,47189.04109589041,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4714,46551603,1.0,1.0,4.7,33507.068493150684,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4715,46575884,1.0,1.0,5.0,40468.49315068493,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4717,46584734,1.0,1.0,4.86,33008.21917808219,1,2,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
4718,46584794,1.0,2.0,5.0,70202.7397260274,1,2,1,2,1,1,1,1,2,1,1,0,0,0,1,0,0
4719,46601632,1.0,2.0,4.5,40000.0,2,2,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0
4720,46617250,1.0,1.0,5.0,38038.356164383564,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4721,46641377,1.0,1.0,4.86,56802.739726027394,1,2,1,1,1,1,3,1,2,1,1,0,0,0,1,0,0
4722,46655387,1.0,1.0,4.67,38000.0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4724,46659237,1.0,1.0,5.0,41007.509589041096,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4728,46689179,2.0,3.0,5.0,62124.0,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4731,46724836,1.0,1.0,4.67,38019.17808219178,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4732,46730323,1.0,1.0,4.67,38060.27397260274,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4734,46766900,1.0,1.0,4.67,38049.31506849315,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4736,46787898,1.0,1.0,5.0,38243.83561643836,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4738,46791017,2.0,3.0,4.8,27315.068493150684,2,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4739,46792172,2.0,2.0,4.8,82994.52054794521,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4740,46793588,1.0,1.0,5.0,40000.0,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
4741,46794803,1.0,1.0,4.75,37980.82191780822,1,2,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0
4742,46808442,1.0,1.0,4.88,44084.931506849316,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4743,46816523,1.0,1.0,5.0,39810.95890410959,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4745,46836879,2.0,3.0,4.89,35246.57534246575,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0
4748,46875089,1.0,1.0,4.33,24000.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4749,46878070,1.0,1.0,4.94,40000.0,1,1,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4750,46890692,1.0,1.0,4.69,37835.61643835616,1,2,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4751,46912782,1.0,1.0,4.0,38043.83561643836,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4752,46922458,1.0,3.0,4.75,72071.0,1,1,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0
4753,46922462,2.0,4.0,5.0,104430.0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4754,46922466,1.0,1.0,3.8,61775.0,1,1,1,0,1,1,1,1,2,1,1,0,0,0,1,0,0
4755,46922479,1.0,2.0,4.29,63982.0,1,1,1,0,1,1,1,1,2,1,1,0,0,0,1,0,0
4756,46923094,1.0,1.0,4.85,37835.61643835616,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4757,46937553,2.0,3.0,4.2,50139.72602739726,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4758,46937832,2.0,3.0,4.76,37890.41095890411,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4759,46946560,2.0,3.0,5.0,31090.41095890411,1,1,1,1,1,1,2,1,0,1,1,0,0,0,1,0,0
4760,46964981,1.0,2.0,5.0,18843.835616438355,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4762,46981529,2.0,3.0,4.64,76621.91780821918,1,1,1,1,1,1,2,1,0,2,1,0,0,0,1,0,0
4763,46993081,1.0,2.0,4.83,35158.90410958904,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0
4764,47004399,1.0,2.0,4.67,64865.75342465754,1,2,1,1,1,1,1,1,2,2,1,0,0,0,1,0,0
4765,47044105,4.0,9.0,4.5,129204.0,1,0,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
4766,47074907,3.0,6.0,4.85,126620.0,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4767,47075075,2.0,3.0,4.33,49000.0,1,2,0,2,1,1,2,1,2,1,1,0,0,0,1,0,0
4768,47095205,1.0,1.0,4.5,50000.0,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4770,47134058,1.0,1.0,3.0,21534.0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
4774,47157078,1.0,2.0,4.84,48060.27397260274,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4775,47215133,1.0,1.0,4.83,38175.34246575343,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4776,47247828,2.0,2.0,3.0,60000.0,2,2,1,2,1,1,2,1,1,2,1,0,0,0,1,0,0
4777,47304884,1.0,1.0,4.5,38093.150684931505,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4778,47327922,1.0,1.0,4.29,60000.0,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4781,47369519,1.0,2.0,4.88,51428.08219178082,2,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4782,47369659,1.0,3.0,4.48,51428.08219178082,2,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4783,47409531,1.0,2.0,3.67,30690.41095890411,0,2,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0
4786,47453234,1.0,1.0,4.75,25203.178082191782,1,1,0,1,1,1,2,1,0,1,1,0,0,0,1,0,0
4787,47490809,1.0,1.0,4.83,56161.643835616436,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
4788,47515121,2.0,3.0,4.67,49416.438356164384,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4790,47524486,2.0,1.0,5.0,23402.202739726028,1,2,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0
4791,47529132,1.0,2.0,4.0,39623.0,1,1,1,3,1,1,0,1,1,1,1,0,0,0,1,0,0
4792,47533605,1.0,1.0,4.96,56439.15890410959,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4793,47546334,1.0,1.0,5.0,17475.342465753423,1,2,1,2,1,1,1,1,2,1,1,0,0,0,1,0,0
4795,47575540,1.0,2.0,5.0,25000.0,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4797,47595614,1.0,1.0,4.78,61725.32876712329,1,2,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
4799,47700001,2.0,3.0,4.5,49021.91780821918,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4800,47701531,2.0,3.0,4.8,50772.602739726026,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4801,47711395,1.0,2.0,4.73,28443.835616438355,1,1,1,2,1,0,1,0,1,2,1,0,0,0,1,0,0
4802,47711933,2.0,1.0,4.5,63605.479452054795,1,1,1,2,1,1,2,1,2,1,1,0,0,0,1,0,0
4803,47720171,1.0,1.0,5.0,39500.0,0,2,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0
4804,47736168,1.0,1.0,4.97,40378.08219178082,1,0,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4807,47756731,1.0,1.0,4.67,49333.41095890411,1,2,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4808,47756766,2.0,3.0,4.84,57188.08219178082,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4809,47767361,1.0,1.0,5.0,33986.30136986302,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4811,47772764,2.0,2.0,4.67,36109.58904109589,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4812,47780220,1.0,2.0,4.67,34473.69863013698,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4813,47782556,1.0,1.0,4.7,82850.92602739726,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
4815,47783719,1.0,2.0,5.0,23013.698630136987,1,0,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0
4816,47787135,2.0,1.0,4.79,34041.09589041096,1,1,1,2,1,0,2,0,1,1,1,0,0,0,1,0,0
4818,47809269,1.0,1.0,4.6,29638.35616438356,2,1,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4819,47812588,2.0,3.0,4.5,35000.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
4822,47844113,1.0,1.0,5.0,35175.34246575343,1,2,1,2,1,1,1,1,2,2,1,0,0,0,1,0,0
4824,47884426,1.0,2.0,4.36,33171.808219178085,2,2,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
4826,47887338,2.0,2.0,4.57,25736.986301369863,1,2,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0
4827,47889572,2.0,2.0,5.0,108972.60273972603,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4828,47935967,3.0,3.0,5.0,43000.0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
4830,47951494,1.0,1.0,4.74,42763.01369863014,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4831,47967100,1.0,2.0,5.0,38484.931506849316,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4832,47975869,1.0,1.0,4.38,27150.68493150685,1,2,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4833,47977813,2.0,2.0,5.0,64602.0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4834,47990110,1.0,2.0,3.89,51226.02739726027,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4835,47990330,1.0,1.0,4.66,48643.83561643836,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
4836,47990472,1.0,1.0,4.3,48643.83561643836,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
4837,47998153,3.0,5.0,4.75,50635.61643835616,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4838,48013830,1.0,3.0,3.0,59606.54794520548,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
4840,48015283,2.0,3.0,5.0,45008.21917808219,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4841,48017751,1.0,1.0,5.0,59016.438356164384,2,2,1,2,1,1,4,1,1,1,1,0,0,0,1,0,0
4844,48029099,1.0,3.0,1.0,71646.9698630137,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4846,48031410,2.0,2.0,4.72,31789.04109589041,1,0,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4848,48042507,1.0,1.0,4.25,40000.0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4849,48045929,2.0,3.0,4.81,68997.2602739726,1,1,1,2,1,1,2,1,0,1,1,0,0,0,1,0,0
4856,48094499,1.0,1.0,5.0,60000.0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
4857,48105126,2.0,3.0,5.0,47375.0,1,1,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4858,48105936,2.0,2.0,4.33,80198.30136986301,1,2,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
4859,48106136,2.0,3.0,4.97,26990.41095890411,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0
4860,48111467,1.0,2.0,5.0,55000.0,1,2,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
4861,48123026,1.0,1.0,4.83,20065.753424657534,2,1,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4865,48148769,1.0,2.0,5.0,61246.57534246575,2,1,1,2,1,1,2,1,1,2,1,0,0,0,1,0,0
4866,48158607,1.0,1.0,4.67,20920.54794520548,1,1,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4868,48166969,2.0,2.0,4.25,31990.0,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4870,48186156,1.0,1.0,4.94,36846.57534246575,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4871,48186568,2.0,2.0,5.0,32000.0,2,2,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
4872,48201382,1.0,1.0,4.96,30000.0,0,2,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0
4873,48201484,1.0,2.0,4.93,63002.739726027394,2,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4875,48210744,1.0,1.0,4.9,28438.35616438356,0,1,1,2,1,0,1,0,1,1,1,0,0,0,1,0,0
4877,48225141,1.0,3.0,4.81,50191.78082191781,1,1,1,2,1,1,3,1,1,1,1,0,0,0,1,0,0
4878,48261616,1.0,2.0,4.64,49529.12328767123,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4880,48282455,1.0,1.0,4.73,45000.0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4881,48298215,2.0,2.0,5.0,30904.109589041094,1,2,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4882,48303250,2.0,3.0,5.0,92673.97260273973,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4883,48315229,1.0,1.0,4.71,51364.38356164384,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4884,48318592,1.0,1.0,5.0,21424.657534246577,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4886,48334976,2.0,2.0,5.0,45304.109589041094,1,2,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0
4888,48389994,1.0,1.0,5.0,42000.0,1,1,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0
4890,48394662,2.0,3.0,4.0,103764.18356164383,2,2,1,3,1,1,1,1,2,2,1,0,0,0,1,0,0
4891,48402165,1.0,1.0,5.0,47375.0,2,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4894,48442733,1.0,1.0,4.53,50563.03287671233,1,2,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
4895,48464553,1.0,1.0,4.97,40120.54794520548,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4896,48468063,1.0,1.0,4.8,60295.0,2,2,1,3,1,1,1,1,2,2,1,0,0,0,1,0,0
4897,48486541,1.0,1.0,4.65,26794.520547945205,1,1,1,2,1,1,0,1,2,1,1,0,0,0,1,0,0
4898,48516820,1.0,1.0,3.4,70000.0,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4900,48539697,1.0,1.0,4.93,44205.479452054795,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4901,48540215,1.0,1.0,4.91,46602.739726027394,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4902,48540279,1.0,2.0,4.67,27536.986301369863,0,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0
4906,48589649,1.0,2.0,4.58,47531.50684931507,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4907,48600072,2.0,1.0,5.0,49347.94520547945,2,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4908,48601393,1.0,2.0,4.62,50956.71232876712,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4912,48630801,2.0,3.0,4.28,55918.45205479452,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4913,48682391,1.0,1.0,4.8,28828.76712328767,1,1,1,1,1,1,0,1,2,1,1,0,0,0,1,0,0
4915,48727316,1.0,2.0,4.0,39000.0,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4917,48736341,1.0,1.0,4.79,38947.94520547945,2,1,1,2,1,1,1,1,2,2,1,0,0,0,1,0,0
4918,48736635,2.0,4.0,4.91,97946.47671232876,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4919,48747171,2.0,2.0,4.7,70308.12876712329,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4920,48754840,2.0,4.0,4.42,87484.93150684932,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4921,48757010,2.0,5.0,4.67,257967.12328767125,1,2,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0
4922,48758025,1.0,1.0,4.3,48450.0,1,1,1,2,1,1,0,1,1,2,1,0,0,0,1,0,0
4923,48766255,2.0,4.0,4.76,67243.83561643836,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4924,48769297,2.0,3.0,4.57,65000.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4925,48769856,1.0,2.0,4.93,66002.7397260274,2,2,1,2,1,1,1,1,2,1,1,0,0,0,1,0,0
4926,48771831,1.0,2.0,4.86,67997.2602739726,2,2,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0
4927,48775897,1.0,1.0,4.25,33438.356164383564,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4930,48812432,3.0,7.0,5.0,71246.57534246576,2,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4931,48821471,1.0,2.0,5.0,69816.43835616438,2,1,1,2,1,1,2,1,1,2,1,0,0,0,1,0,0
4937,48862231,2.0,5.0,4.4,168753.42465753425,0,1,1,2,1,0,1,0,1,1,1,0,0,0,1,0,0
4939,48869395,1.0,1.0,4.83,79634.50136986302,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4941,48941098,1.0,1.0,4.81,53550.0,1,1,1,2,1,1,0,1,1,2,1,0,0,0,1,0,0
4942,48953798,1.0,1.0,4.27,30154.794520547945,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
4943,48962921,1.0,2.0,3.0,43068.0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4945,48995842,2.0,3.0,4.83,147393.88767123286,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4946,48996533,1.0,1.0,4.69,59254.79452054795,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4947,49016863,1.0,1.0,4.5,28383.561643835616,1,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
4948,49036731,2.0,3.0,5.0,80106.0,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4949,49038866,1.0,1.0,4.75,47856.64931506849,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
4951,49044882,1.0,1.0,4.5,41135.61643835616,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
4955,49152543,1.0,1.0,4.64,32000.0,2,2,1,2,1,1,1,1,2,2,1,0,0,0,1,0,0
4956,49154216,1.0,1.0,5.0,51265.75342465754,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4957,49155733,1.0,2.0,4.94,74198.22465753424,2,2,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0
4958,49170306,1.0,1.0,5.0,51233.6,1,2,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0
4960,49201057,2.0,1.0,4.5,31042.043835616438,1,1,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0
4961,49206905,1.0,1.0,5.0,38761.0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
4962,49213652,1.0,1.0,5.0,68006.30136986301,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4963,49213856,1.0,1.0,4.9,69371.09589041096,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0
4964,49224742,2.0,2.0,5.0,59402.739726027394,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
4966,49231051,1.0,1.0,3.0,45005.479452054795,1,2,0,2,1,1,2,1,2,1,1,0,0,0,1,0,0
4967,49233051,1.0,1.0,4.79,42986.30136986302,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4970,49274337,2.0,3.0,5.0,56657.53424657534,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
4973,49289111,2.0,3.0,5.0,51942.46575342466,1,0,1,1,1,1,1,1,2,2,1,0,0,0,1,0,0
4975,49289977,1.0,2.0,4.89,70704.1095890411,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4976,49291816,1.0,1.0,5.0,78520.45205479451,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4978,49293276,3.0,4.0,4.77,80654.13698630137,2,2,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
4979,49337167,2.0,3.0,4.83,75863.01369863014,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4980,49339639,1.0,1.0,4.5,34986.30136986302,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4983,49383030,1.0,2.0,5.0,38731.50684931507,1,2,1,0,1,1,2,1,1,1,1,0,0,0,1,0,0
4984,49395112,1.0,1.0,4.89,50948.90410958904,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4985,49397321,2.0,3.0,5.0,111977.0,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
4986,49402310,1.0,1.0,4.5,47855.12328767123,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
4989,49443218,1.0,1.0,5.0,43000.0,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0
4990,49445492,2.0,4.0,4.0,79150.37808219178,1,2,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0
4996,49484007,2.0,3.0,5.0,51331.50684931507,1,0,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
4998,49519018,1.0,1.0,4.36,47978.08219178082,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5001,49531523,2.0,3.0,4.94,85000.0,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
5002,49532589,1.0,3.0,5.0,51093.69863013698,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5003,49551350,1.0,2.0,5.0,51063.3698630137,2,1,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
5004,49560191,2.0,5.0,4.79,117016.43835616438,1,0,0,1,1,1,1,1,2,0,1,0,0,0,1,0,0
5005,49568571,1.0,1.0,4.55,41399.98082191781,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5007,49572536,1.0,1.0,4.5,30000.0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
5008,49575470,1.0,1.0,5.0,18438.35616438356,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
5009,49586554,1.0,1.0,5.0,48222.767123287675,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5010,49615790,1.0,1.0,4.33,51282.191780821915,1,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
5016,49733512,1.0,2.0,4.8,47079.45205479452,2,2,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0
5021,49773746,1.0,1.0,4.45,51226.02739726027,2,1,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0
5023,49779288,2.0,7.0,5.0,300000.0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
5028,49832996,2.0,4.0,5.0,83000.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
5031,49837442,1.0,2.0,4.78,36713.501369863014,1,1,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0
5035,49902613,1.0,1.0,5.0,25000.0,0,2,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0
5037,49906201,1.0,2.0,4.58,52816.438356164384,1,1,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0
5041,49952791,1.0,1.0,4.96,30871.23287671233,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
5042,49965331,1.0,3.0,4.92,90000.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5043,49965456,2.0,3.0,5.0,120000.0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
5045,49966590,2.0,3.0,4.74,39200.0,2,2,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0
5046,49969378,1.0,1.0,4.95,31356.301369863013,1,1,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0
5056,50069188,1.0,2.0,4.37,51226.02739726027,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
5060,50111354,2.0,5.0,5.0,320000.0,1,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0
5062,50119590,1.0,2.0,4.71,38208.21917808219,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
5063,50153298,2.0,3.0,4.29,45000.0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
5064,50164891,2.0,4.0,4.71,74247.25205479452,1,1,0,1,1,1,1,1,2,1,1,0,0,0,1,0,0
5065,50164898,1.0,1.0,5.0,30697.81095890411,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0
5067,50208989,1.0,3.0,4.68,31879.45205479452,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
5069,50231183,1.0,1.0,5.0,60071.232876712325,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
5072,50261529,3.0,5.0,5.0,292862.0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0
5074,50271106,1.0,1.0,4.0,43068.0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
5075,50310146,2.0,4.0,5.0,99984.6794520548,2,2,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0
5077,50329428,1.0,1.0,4.39,30979.893150684933,2,1,0,1,1,1,2,1,0,1,1,0,0,0,1,0,0
5080,50362052,2.0,2.0,5.0,55988.0,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0
5083,50408421,1.0,1.0,3.0,35000.0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
